awardYear,category,categoryFullName,sortOrder,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
1933,Peace,The Nobel Peace Prize,1,"$170,332","$5,413,093","December 10, 1934",received,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1933,498,Sir Norman Angell,Sir Norman Angell,Sir Norman,Angell,Sir Norman Angell (Ralph Lane),,male,http://masterdataapi.nobelprize.org/2/laureate/498,"December 26, 1872",Holbeach,Holbeach,Europe,United Kingdom,United Kingdom,"Holbeach, United Kingdom","October 7, 1967",Croydon,Croydon,Europe,United Kingdom,United Kingdom,"Croydon, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1915,Chemistry,The Nobel Prize in Chemistry,1,"$149,223","$6,217,625","November 11, 1915",received,"for his researches on plant pigments, especially chlorophyll",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1915,176,Richard Willstätter,Richard Willstätter,Richard,Willstätter,Richard Martin Willstätter,,male,http://masterdataapi.nobelprize.org/2/laureate/176,"August 13, 1872",Karlsruhe,Karlsruhe,Europe,Germany,Germany,"Karlsruhe, Germany","August 3, 1942",Locarno,Locarno,Europe,Switzerland,Switzerland,"Locarno, Switzerland",,,,,,,,,,,Individual,,,"Munich University, Munich, Germany",,,
1950,Literature,The Nobel Prize in Literature,1,"$164,304","$3,050,198",,received,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1950,621,Bertrand Russell,Bertrand Russell,Bertrand,Russell,Earl (Bertrand Arthur William) Russell,,male,http://masterdataapi.nobelprize.org/2/laureate/621,"May 18, 1872",Trelleck,Trelleck,Europe,United Kingdom,United Kingdom,"Trelleck, United Kingdom","February 2, 1970",Penrhyndeudraeth,Penrhyndeudraeth,Europe,United Kingdom,United Kingdom,"Penrhyndeudraeth, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1945,Peace,The Nobel Peace Prize,1,"$121,333","$2,499,993","November 12, 1945",received,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1945,505,Cordell Hull,Cordell Hull,Cordell,Hull,Cordell Hull,,male,http://masterdataapi.nobelprize.org/2/laureate/505,"October 2, 1871","Olympus, TN","Olympus, TN",North America,USA,USA,"Olympus, TN, USA","July 23, 1955","Bethesda, MD","Bethesda, MD",North America,USA,USA,"Bethesda, MD, USA",,,,,,,,,,,Individual,USA,,,,,
1926,Literature,The Nobel Prize in Literature,1,"$116,960","$3,273,134",,received,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1926,597,Grazia Deledda,Grazia Deledda,Grazia,Deledda,Grazia Deledda,"(pen-name of Grazia Madesani, née Deledda)",female,http://masterdataapi.nobelprize.org/2/laureate/597,"September 27, 1871","Nuoro, Sardinia","Nuoro, Sardinia",Europe,Italy,Italy,"Nuoro, Sardinia, Italy","August 15, 1936",Rome,Rome,Europe,Italy,Italy,"Rome, Italy",,,,,,,,,,,Individual,Italy,,,,,
1908,Chemistry,The Nobel Prize in Chemistry,1,"$139,800","$7,084,459",,received,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1908,167,Ernest Rutherford,Ernest Rutherford,Ernest,Rutherford,Ernest Rutherford,,male,http://masterdataapi.nobelprize.org/2/laureate/167,"August 30, 1871",Nelson,Nelson,Oceania,New Zealand,New Zealand,"Nelson, New Zealand","October 19, 1937",Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,Individual,,,"Victoria University, Manchester, United Kingdom",,,
1912,Chemistry,The Nobel Prize in Chemistry,1,"$140,476","$6,753,654",,received,"for the discovery of the so-called Grignard reagent, which in recent years has greatly advanced the progress of organic chemistry",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1912,172,Victor Grignard,Victor Grignard,Victor,Grignard,Victor Grignard,,male,http://masterdataapi.nobelprize.org/2/laureate/172,"May 6, 1871",Cherbourg,Cherbourg,Europe,France,France,"Cherbourg, France","December 13, 1935",Lyon,Lyon,Europe,France,France,"Lyon, France",,,,,,,,,,,Individual,,,"Nancy University, Nancy, France",,,
1933,Literature,The Nobel Prize in Literature,1,"$170,332","$5,413,093",,received,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1933,606,Ivan Bunin,Ivan Bunin,Ivan,Bunin,Ivan Alekseyevich Bunin,,male,http://masterdataapi.nobelprize.org/2/laureate/606,"October 22, 1870",Voronezh,Voronezh,Europe,Russia,Russia,"Voronezh, Russia","November 8, 1953",Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,,,,,,
1926,Physics,The Nobel Prize in Physics,1,"$116,960","$3,273,134",,received,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1926,32,Jean Baptiste Perrin,Jean Baptiste Perrin,Jean Baptiste,Perrin,Jean Baptiste Perrin,,male,http://masterdataapi.nobelprize.org/2/laureate/32,"September 30, 1870",Lille,Lille,Europe,France,France,"Lille, France","April 17, 1942","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,Individual,,,"Sorbonne University, Paris, France",,,
1919,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$133,127","$2,377,268",,received,for his discoveries relating to immunity,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1919,309,Jules Bordet,Jules Bordet,Jules,Bordet,Jules Bordet,,male,http://masterdataapi.nobelprize.org/2/laureate/309,"June 13, 1870",Soignies,Soignies,Europe,Belgium,Belgium,"Soignies, Belgium","April 6, 1961",Brussels,Brussels,Europe,Belgium,Belgium,"Brussels, Belgium",,,,,,,,,,,Individual,,,"Brussels University, Brussels, Belgium",,,
1912,Physics,The Nobel Prize in Physics,1,"$140,476","$6,753,654",,received,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1912,17,Gustaf Dalén,Gustaf Dalén,Gustaf,Dalén,Nils Gustaf Dalén,,male,http://masterdataapi.nobelprize.org/2/laureate/17,"November 30, 1869",Stenstorp,Stenstorp,Europe,Sweden,Sweden,"Stenstorp, Sweden","December 9, 1937",Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,,,"Swedish Gas-Accumulator Co., Lidingö, Stockholm, Sweden",,,
1947,Literature,The Nobel Prize in Literature,1,"$146,115","$2,914,528",,received,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1947,618,André Gide,André Gide,André,Gide,André Paul Guillaume Gide,,male,http://masterdataapi.nobelprize.org/2/laureate/618,"November 22, 1869",Paris,Paris,Europe,France,France,"Paris, France","February 19, 1951",Paris,Paris,Europe,France,France,"Paris, France",,,,,,,,,,,Individual,France,,,,,
1921,Peace,The Nobel Peace Prize,2,"$121,573","$2,532,771","December 10, 1921",received,for their lifelong contributions to the cause of peace and organized internationalism,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1921,486,Christian Lange,Christian Lange,Christian,Lange,Christian Lous Lange,,male,http://masterdataapi.nobelprize.org/2/laureate/486,"September 17, 1869",Stavanger,Stavanger,Europe,Norway,Norway,"Stavanger, Norway","December 11, 1938",Oslo,Oslo,Europe,Norway,Norway,"Oslo, Norway",,,,,,,,,,,Individual,Norway,,,,,
1923,Chemistry,The Nobel Prize in Chemistry,1,"$114,935","$3,169,164",,received,for his invention of the method of micro-analysis of organic substances,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1923,181,Fritz Pregl,Fritz Pregl,Fritz,Pregl,Fritz Pregl,,male,http://masterdataapi.nobelprize.org/2/laureate/181,"September 3, 1869",Laibach,Ljubljana,Europe,Austria-Hungary,Slovenia,"Laibach, Austria-Hungary (now Ljubljana, Slovenia)","December 13, 1930",Graz,Graz,Europe,Austria,Austria,"Graz, Austria",,,,,,,,,,,Individual,,,"Graz University, Graz, Austria",,,
1935,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$159,917","$4,997,406",,received,for his discovery of the organizer effect in embryonic development,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1935,329,Hans Spemann,Hans Spemann,Hans,Spemann,Hans Spemann,,male,http://masterdataapi.nobelprize.org/2/laureate/329,"June 27, 1869",Stuttgart,Stuttgart,Europe,Württemberg,Germany,"Stuttgart, Württemberg (now Germany)","September 12, 1941",Freiburg im Breisgau,Freiburg im Breisgau,Europe,Germany,Germany,"Freiburg im Breisgau, Germany",,,,,,,,,,,Individual,,,"University of Freiburg im Breisgau, Breisgau, Germany",,,
1927,Physics,The Nobel Prize in Physics,2,"$126,501","$3,593,778",,received,for his method of making the paths of electrically charged particles visible by condensation of vapour,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1927,34,C.T.R. Wilson,C.T.R. Wilson,C.T.R.,Wilson,Charles Thomson Rees Wilson,,male,http://masterdataapi.nobelprize.org/2/laureate/34,"February 14, 1869",Glencorse,Glencorse,Europe,Scotland,Scotland,"Glencorse, Scotland","November 15, 1959",Carlops,Carlops,Europe,Scotland,Scotland,"Carlops, Scotland",,,,,,,,,,,Individual,,,"University of Cambridge, Cambridge, United Kingdom",,,
1918,Chemistry,The Nobel Prize in Chemistry,1,"$138,198","$2,847,486",,received,for the synthesis of ammonia from its elements,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1918,177,Fritz Haber,Fritz Haber,Fritz,Haber,Fritz Haber,,male,http://masterdataapi.nobelprize.org/2/laureate/177,"December 9, 1868",Breslau,Wroclaw,Europe,Prussia,Poland,"Breslau, Prussia (now Wroclaw, Poland)","January 29, 1934",Basel,Basel,Europe,Switzerland,Switzerland,"Basel, Switzerland",,,,,,,,,,,Individual,,,"Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie, Berlin-Dahlem, Germany",,,
1930,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$172,947","$5,066,807",,received,for his discovery of human blood groups,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1930,321,Karl Landsteiner,Karl Landsteiner,Karl,Landsteiner,Karl Landsteiner,,male,http://masterdataapi.nobelprize.org/2/laureate/321,"June 14, 1868",Vienna,Vienna,Europe,Austrian Empire,Austria,"Vienna, Austrian Empire (now Austria)","June 26, 1943","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,Individual,,,"Rockefeller Institute for Medical Research, New York, NY, USA",,,
1923,Physics,The Nobel Prize in Physics,1,"$114,935","$3,169,164",,received,for his work on the elementary charge of electricity and on the photoelectric effect,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1923,28,Robert A. Millikan,Robert A. Millikan,Robert A.,Millikan,Robert Andrews Millikan,,male,http://masterdataapi.nobelprize.org/2/laureate/28,"March 22, 1868","Morrison, IL","Morrison, IL",North America,USA,USA,"Morrison, IL, USA","December 19, 1953","San Marino, CA","San Marino, CA",North America,USA,USA,"San Marino, CA, USA",,,,,,,,,,,Individual,,,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1914,Chemistry,The Nobel Prize in Chemistry,1,"$146,900","$7,062,500","November 11, 1915",received,in recognition of his accurate determinations of the atomic weight of a large number of chemical elements,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1914,175,Theodore W. Richards,Theodore W. Richards,Theodore W.,Richards,Theodore William Richards,,male,http://masterdataapi.nobelprize.org/2/laureate/175,"January 31, 1868","Germantown, PA","Germantown, PA",North America,USA,USA,"Germantown, PA, USA","April 2, 1928","Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1903,Physics,The Nobel Prize in Physics,3,"$141,358","$7,795,478",,received,in recognition of the extraordinary services they have rendered by their joint researches on the radiation phenomena discovered by Professor Henri Becquerel,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1903,6,Marie Curie,Marie Curie,Marie,Curie,"Marie Curie, née Sklodowska",,female,http://masterdataapi.nobelprize.org/2/laureate/6,"November 7, 1867",Warsaw,Warsaw,Europe,Russian Empire,Poland,"Warsaw, Russian Empire (now Poland)","July 4, 1934",Sallanches,Sallanches,Europe,France,France,"Sallanches, France",,,,,,,,,,,Individual,,,,,,
1911,Chemistry,The Nobel Prize in Chemistry,1,"$140,695","$7,327,865",,received,"in recognition of her services to the advancement of chemistry by the discovery of the elements radium and polonium, by the isolation of radium and the study of the nature and compounds of this remarkable element",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1911,6,Marie Curie,Marie Curie,Marie,Curie,"Marie Curie, née Sklodowska",,female,http://masterdataapi.nobelprize.org/2/laureate/6,"November 7, 1867",Warsaw,Warsaw,Europe,Russian Empire,Poland,"Warsaw, Russian Empire (now Poland)","July 4, 1934",Sallanches,Sallanches,Europe,France,France,"Sallanches, France",,,,,,,,,,,Individual,,,"Sorbonne University, Paris, France",,,
1932,Literature,The Nobel Prize in Literature,1,"$171,753","$5,279,293",,received,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1932,605,John Galsworthy,John Galsworthy,John,Galsworthy,John Galsworthy,,male,http://masterdataapi.nobelprize.org/2/laureate/605,"August 14, 1867",Kingston Hill,Kingston Hill,Europe,United Kingdom,United Kingdom,"Kingston Hill, United Kingdom","January 31, 1933",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1934,Literature,The Nobel Prize in Literature,1,"$162,608","$5,167,627",,received,for his bold and ingenious revival of dramatic and scenic art,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1934,607,Luigi Pirandello,Luigi Pirandello,Luigi,Pirandello,Luigi Pirandello,,male,http://masterdataapi.nobelprize.org/2/laureate/607,"June 28, 1867","Agrigento, Sicily","Agrigento, Sicily",Europe,Italy,Italy,"Agrigento, Sicily, Italy","December 10, 1936",Rome,Rome,Europe,Italy,Italy,"Rome, Italy",,,,,,,,,,,Individual,Italy,,,,,
1924,Literature,The Nobel Prize in Literature,1,"$116,719","$3,218,355",,received,"for his great national epic, <I>The Peasants</I>",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1924,594,Wladyslaw Reymont,Wladyslaw Reymont,Wladyslaw,Reymont,Wladyslaw Stanislaw Reymont,(pen-name of Rejment),male,http://masterdataapi.nobelprize.org/2/laureate/594,"May 7, 1867",Kobiele Wielkie,Kobiele Wielkie,Europe,Russian Empire,Poland,"Kobiele Wielkie, Russian Empire (now Poland)","December 5, 1925",Warsaw,Warsaw,Europe,Poland,Poland,"Warsaw, Poland",,,,,,,,,,,Individual,Poland,,,,,
1926,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$116,960","$3,273,134",,received,for his discovery of the Spiroptera carcinoma,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1926,316,Johannes Fibiger,Johannes Fibiger,Johannes,Fibiger,Johannes Andreas Grib Fibiger,,male,http://masterdataapi.nobelprize.org/2/laureate/316,"April 23, 1867",Silkeborg,Silkeborg,Europe,Denmark,Denmark,"Silkeborg, Denmark","January 30, 1928",Copenhagen,Copenhagen,Europe,Denmark,Denmark,"Copenhagen, Denmark",,,,,,,,,,,Individual,,,"Copenhagen University, Copenhagen, Denmark",,,
1946,Peace,The Nobel Peace Prize,1,"$121,524","$2,503,929","November 14, 1946",received,for her lifelong work for the cause of peace,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1946,506,Emily Greene Balch,Emily Greene Balch,Emily Greene,Balch,Emily Greene Balch,,female,http://masterdataapi.nobelprize.org/2/laureate/506,"January 8, 1867","Jamaica Plain, MA","Boston, MA",North America,USA,USA,"Jamaica Plain, MA (now Boston, MA), USA","January 9, 1961","Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",,,,,,,,,,,Individual,USA,,,,,
1913,Chemistry,The Nobel Prize in Chemistry,1,"$143,010","$6,875,481",,received,in recognition of his work on the linkage of atoms in molecules by which he has thrown new light on earlier investigations and opened up new fields of research especially in inorganic chemistry,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1913,174,Alfred Werner,Alfred Werner,Alfred,Werner,Alfred Werner,,male,http://masterdataapi.nobelprize.org/2/laureate/174,"December 12, 1866",Mulhouse,Mulhouse,Europe,France,France,"Mulhouse, France","November 15, 1919",Zurich,Zurich,Europe,Switzerland,Switzerland,"Zurich, Switzerland",,,,,,,,,,,Individual,,,"University of Zurich, Zurich, Switzerland",,,
1933,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$170,332","$5,413,093",,received,for his discoveries concerning the role played by the chromosome in heredity,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1933,325,Thomas H. Morgan,Thomas H. Morgan,Thomas H.,Morgan,Thomas Hunt Morgan,,male,http://masterdataapi.nobelprize.org/2/laureate/325,"September 25, 1866","Lexington, KY","Lexington, KY",North America,USA,USA,"Lexington, KY, USA","December 4, 1945","Pasadena, CA","Pasadena, CA",North America,USA,USA,"Pasadena, CA, USA",,,,,,,,,,,Individual,,,"California Institute of Technology (Caltech), Pasadena, CA, USA",,,
1928,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,"$156,939","$4,458,494",,received,for his work on typhus,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1928,318,Charles Nicolle,Charles Nicolle,Charles,Nicolle,Charles Jules Henri Nicolle,,male,http://masterdataapi.nobelprize.org/2/laureate/318,"September 21, 1866",Rouen,Rouen,Europe,France,France,"Rouen, France","February 28, 1936",Tunis,Tunis,Africa,Tunisia,Tunisia,"Tunis, Tunisia",,,,,,,,,,,Individual,,,"Institut Pasteur, Tunis, Tunisia",,,
1922,Literature,The Nobel Prize in Literature,1,"$122,483","$3,145,967",,received,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1922,592,Jacinto Benavente,Jacinto Benavente,Jacinto,Benavente,Jacinto Benavente,,male,http://masterdataapi.nobelprize.org/2/laureate/592,"August 12, 1866",Madrid,Madrid,Europe,Spain,Spain,"Madrid, Spain","July 14, 1954",Madrid,Madrid,Europe,Spain,Spain,"Madrid, Spain",,,,,,,,,,,Individual,Spain,,,,,
1915,Literature,The Nobel Prize in Literature,1,"$149,223","$6,217,625","November 9, 1916",received,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1915,584,Romain Rolland,Romain Rolland,Romain,Rolland,Romain Rolland,,male,http://masterdataapi.nobelprize.org/2/laureate/584,"January 29, 1866",Clamecy,Clamecy,Europe,France,France,"Clamecy, France","December 30, 1944",Vézelay,Vézelay,Europe,France,France,"Vézelay, France",,,,,,,,,,,Individual,France,,,,,
1930,Peace,The Nobel Peace Prize,1,"$172,947","$5,066,807","December 10, 1930",received,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1930,495,Nathan Söderblom,Nathan Söderblom,Nathan,Söderblom,Lars Olof Jonathan (Nathan) Söderblom,,male,http://masterdataapi.nobelprize.org/2/laureate/495,"January 15, 1866",Trönö,Trönö,Europe,Sweden,Sweden,"Trönö, Sweden","July 12, 1931",Uppsala,Uppsala,Europe,Sweden,Sweden,"Uppsala, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
1907,Literature,The Nobel Prize in Literature,1,"$138,796","$7,033,581",,received,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1907,577,Rudyard Kipling,Rudyard Kipling,Rudyard,Kipling,Rudyard Kipling,,male,http://masterdataapi.nobelprize.org/2/laureate/577,"December 30, 1865",Mumbai,Bombay,Asia,British India,India,"Bombay, British India (now India)","January 18, 1936",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1929,Chemistry,The Nobel Prize in Chemistry,1,"$172,760","$4,907,955",,received,for their investigations on the fermentation of sugar and fermentative enzymes,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1929,186,Arthur Harden,Arthur Harden,Arthur,Harden,Arthur Harden,,male,http://masterdataapi.nobelprize.org/2/laureate/186,"October 12, 1865",Manchester,Manchester,Europe,United Kingdom,United Kingdom,"Manchester, United Kingdom","June 17, 1940",Bourne,Bourne,Europe,United Kingdom,United Kingdom,"Bourne, United Kingdom",,,,,,,,,,,Individual,,,"London University, London, United Kingdom",,,
1925,Peace,The Nobel Peace Prize,2,"$118,165","$3,211,005","December 10, 1926",received,for his crucial role in bringing about the Dawes Plan,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1925,489,Charles G. Dawes,Charles G. Dawes,Charles G.,Dawes,Charles Gates Dawes,,male,http://masterdataapi.nobelprize.org/2/laureate/489,"August 27, 1865","Marietta, OH","Marietta, OH",North America,USA,USA,"Marietta, OH, USA","April 23, 1951","Evanston, IL","Evanston, IL",North America,USA,USA,"Evanston, IL, USA",,,,,,,,,,,Individual,USA,,,,,
1923,Literature,The Nobel Prize in Literature,1,"$114,935","$3,169,164",,received,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1923,593,William Butler Yeats,William Butler Yeats,William Butler,Yeats,William Butler Yeats,,male,http://masterdataapi.nobelprize.org/2/laureate/593,"June 13, 1865",Dublin,Dublin,Europe,Ireland,Ireland,"Dublin, Ireland","January 28, 1939",Roquebrune-Cap-Martin,Roquebrune-Cap-Martin,Europe,France,France,"Roquebrune-Cap-Martin, France",,,,,,,,,,,Individual,Ireland,,,,,
1902,Physics,The Nobel Prize in Physics,2,"$141,847","$8,059,489",,received,in recognition of the extraordinary service they rendered by their researches into the influence of magnetism upon radiation phenomena,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1902,3,Pieter Zeeman,Pieter Zeeman,Pieter,Zeeman,Pieter Zeeman,,male,http://masterdataapi.nobelprize.org/2/laureate/3,"May 25, 1865",Zonnemaire,Zonnemaire,Europe,the Netherlands,the Netherlands,"Zonnemaire, the Netherlands","October 9, 1943",Amsterdam,Amsterdam,Europe,the Netherlands,the Netherlands,"Amsterdam, the Netherlands",,,,,,,,,,,Individual,,,"Amsterdam University, Amsterdam, the Netherlands",,,
1946,Peace,The Nobel Peace Prize,2,"$121,524","$2,503,929","November 14, 1946",received,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1946,507,John R. Mott,John R. Mott,John R.,Mott,John Raleigh Mott,,male,http://masterdataapi.nobelprize.org/2/laureate/507,"May 25, 1865","Livingston Manor, NY","Livingston Manor, NY",North America,USA,USA,"Livingston Manor, NY, USA","January 31, 1955",,,North America,USA,USA,USA,,,,,,,,,,,Individual,USA,,,,,
1925,Chemistry,The Nobel Prize in Chemistry,1,"$118,165","$3,211,005",,received,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1925,182,Richard Zsigmondy,Richard Zsigmondy,Richard,Zsigmondy,Richard Adolf Zsigmondy,,male,http://masterdataapi.nobelprize.org/2/laureate/182,"April 1, 1865",Vienna,Vienna,Europe,Austrian Empire,Austria,"Vienna, Austrian Empire (now Austria)","September 24, 1929",Göttingen,Göttingen,Europe,Germany,Germany,"Göttingen, Germany",,,,,,,,,,,Individual,,,"Goettingen University, Göttingen, Germany",,,
1911,Peace,The Nobel Peace Prize,2,"$140,695","$7,327,865","December 10, 1911",received,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1911,479,Alfred Fried,Alfred Fried,Alfred,Fried,Alfred Hermann Fried,,male,http://masterdataapi.nobelprize.org/2/laureate/479,"November 11, 1864",Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria","May 5, 1921",Vienna,Vienna,Europe,Austria,Austria,"Vienna, Austria",,,,,,,,,,,Individual,Austria,,,,,
1937,Peace,The Nobel Peace Prize,1,"$158,463","$4,716,161","November 18, 1937",received,"for his tireless effort in support of the League of Nations, disarmament and peace",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1937,502,"Robert Cecil, Viscount Cecil of Chelwood","Robert Cecil, Viscount Cecil of Chelwood",Robert,Cecil,"Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood",,male,http://masterdataapi.nobelprize.org/2/laureate/502,"September 14, 1864",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom","November 24, 1958",Tunbridge Wells,Tunbridge Wells,Europe,United Kingdom,United Kingdom,"Tunbridge Wells, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1931,Literature,The Nobel Prize in Literature,1,"$173,206","$5,238,085",,received,The poetry of Erik Axel Karlfeldt,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1931,604,Erik Axel Karlfeldt,Erik Axel Karlfeldt,Erik Axel,Karlfeldt,Erik Axel Karlfeldt,,male,http://masterdataapi.nobelprize.org/2/laureate/604,"July 20, 1864",Karlbo,Karlbo,Europe,Sweden,Sweden,"Karlbo, Sweden","April 8, 1931",Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
1920,Chemistry,The Nobel Prize in Chemistry,1,"$134,100","$2,394,643",,received,in recognition of his work in thermochemistry,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1920,178,Walther Nernst,Walther Nernst,Walther,Nernst,Walther Hermann Nernst,,male,http://masterdataapi.nobelprize.org/2/laureate/178,"June 25, 1864",Briesen,Briesen,Europe,Prussia,Germany,"Briesen, Prussia (now Germany)","November 18, 1941",Muskau,Muskau,Europe,Germany,Germany,"Muskau, Germany",,,,,,,,,,,Individual,,,"Berlin University, Berlin, Germany",,,
1911,Physics,The Nobel Prize in Physics,1,"$140,695","$7,327,865",,received,for his discoveries regarding the laws governing the radiation of heat,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1911,16,Wilhelm Wien,Wilhelm Wien,Wilhelm,Wien,Wilhelm Wien,,male,http://masterdataapi.nobelprize.org/2/laureate/16,"January 13, 1864",Gaffken,Parusnoye,Europe,Prussia,Russia,"Gaffken, Prussia (now Parusnoye, Russia)","August 30, 1928",Munich,Munich,Europe,Germany,Germany,"Munich, Germany",,,,,,,,,,,Individual,,,"Würzburg University, Würzburg, Germany",,,
